timestamp_utc,encoder,mitigation_method,projection_fit_language,dataset,evaluation_language,bias_category,metric_name,metric_value,fairness_deviation,n_pairs,n_stereotypical_wins,n_anti_wins,seed
2026-06-06T06:25:50Z,xlm-roberta-base,baseline,en,crows_pairs,all,all,pll_bias_score,54.5156,4.5156,4263,2324,1939,42
2026-06-06T06:25:50Z,xlm-roberta-base,baseline,en,crows_pairs,en,all,pll_bias_score,56.8917,6.8917,1422,,,42
2026-06-06T06:25:50Z,xlm-roberta-base,baseline,en,crows_pairs,bn,all,pll_bias_score,52.3239,2.3239,1420,,,42
2026-06-06T06:25:50Z,xlm-roberta-base,baseline,en,crows_pairs,hi,all,pll_bias_score,54.3279,4.3279,1421,,,42
2026-06-06T06:25:50Z,xlm-roberta-base,baseline,en,crows_pairs,all,race-color,pll_bias_score,50.7734,0.7734,1487,,,42
2026-06-06T06:25:50Z,xlm-roberta-base,baseline,en,crows_pairs,all,socioeconomic,pll_bias_score,62.2,12.2,500,,,42
2026-06-06T06:25:50Z,xlm-roberta-base,baseline,en,crows_pairs,all,gender,pll_bias_score,52.1127,2.1127,639,,,42
2026-06-06T06:25:50Z,xlm-roberta-base,baseline,en,crows_pairs,all,disability,pll_bias_score,68.9266,18.9266,177,,,42
2026-06-06T06:25:50Z,xlm-roberta-base,baseline,en,crows_pairs,all,nationality,pll_bias_score,52.2581,2.2581,465,,,42
2026-06-06T06:25:50Z,xlm-roberta-base,baseline,en,crows_pairs,all,sexual-orientation,pll_bias_score,54.065,4.065,246,,,42
2026-06-06T06:25:50Z,xlm-roberta-base,baseline,en,crows_pairs,all,physical-appearance,pll_bias_score,56.4516,6.4516,186,,,42
2026-06-06T06:25:50Z,xlm-roberta-base,baseline,en,crows_pairs,all,religion,pll_bias_score,55.082,5.082,305,,,42
2026-06-06T06:25:50Z,xlm-roberta-base,baseline,en,crows_pairs,all,age,pll_bias_score,59.6899,9.6899,258,,,42
2026-06-06T06:28:23Z,xlm-roberta-base,sentence_debias,en,crows_pairs,all,all,pll_bias_score,54.6798,4.6798,4263,2331,1932,42
2026-06-06T06:28:23Z,xlm-roberta-base,sentence_debias,en,crows_pairs,en,all,pll_bias_score,57.173,7.173,1422,,,42
2026-06-06T06:28:23Z,xlm-roberta-base,sentence_debias,en,crows_pairs,bn,all,pll_bias_score,53.9437,3.9437,1420,,,42
2026-06-06T06:28:23Z,xlm-roberta-base,sentence_debias,en,crows_pairs,hi,all,pll_bias_score,52.9205,2.9205,1421,,,42
2026-06-06T06:28:23Z,xlm-roberta-base,sentence_debias,en,crows_pairs,all,race-color,pll_bias_score,52.3874,2.3874,1487,,,42
2026-06-06T06:28:23Z,xlm-roberta-base,sentence_debias,en,crows_pairs,all,socioeconomic,pll_bias_score,60.4,10.4,500,,,42
2026-06-06T06:28:23Z,xlm-roberta-base,sentence_debias,en,crows_pairs,all,gender,pll_bias_score,50.8607,0.8607,639,,,42
2026-06-06T06:28:23Z,xlm-roberta-base,sentence_debias,en,crows_pairs,all,disability,pll_bias_score,70.0565,20.0565,177,,,42
2026-06-06T06:28:23Z,xlm-roberta-base,sentence_debias,en,crows_pairs,all,nationality,pll_bias_score,48.8172,1.1828,465,,,42
2026-06-06T06:28:23Z,xlm-roberta-base,sentence_debias,en,crows_pairs,all,sexual-orientation,pll_bias_score,58.9431,8.9431,246,,,42
2026-06-06T06:28:23Z,xlm-roberta-base,sentence_debias,en,crows_pairs,all,physical-appearance,pll_bias_score,56.4516,6.4516,186,,,42
2026-06-06T06:28:23Z,xlm-roberta-base,sentence_debias,en,crows_pairs,all,religion,pll_bias_score,57.0492,7.0492,305,,,42
2026-06-06T06:28:23Z,xlm-roberta-base,sentence_debias,en,crows_pairs,all,age,pll_bias_score,58.1395,8.1395,258,,,42
2026-06-06T06:30:56Z,xlm-roberta-base,inlp,en,crows_pairs,all,all,pll_bias_score,54.0934,4.0934,4263,2306,1957,42
2026-06-06T06:30:56Z,xlm-roberta-base,inlp,en,crows_pairs,en,all,pll_bias_score,53.8678,3.8678,1422,,,42
2026-06-06T06:30:56Z,xlm-roberta-base,inlp,en,crows_pairs,bn,all,pll_bias_score,53.8732,3.8732,1420,,,42
2026-06-06T06:30:56Z,xlm-roberta-base,inlp,en,crows_pairs,hi,all,pll_bias_score,54.5391,4.5391,1421,,,42
2026-06-06T06:30:56Z,xlm-roberta-base,inlp,en,crows_pairs,all,race-color,pll_bias_score,49.7646,0.2354,1487,,,42
2026-06-06T06:30:56Z,xlm-roberta-base,inlp,en,crows_pairs,all,socioeconomic,pll_bias_score,62.8,12.8,500,,,42
2026-06-06T06:30:56Z,xlm-roberta-base,inlp,en,crows_pairs,all,gender,pll_bias_score,51.3302,1.3302,639,,,42
2026-06-06T06:30:56Z,xlm-roberta-base,inlp,en,crows_pairs,all,disability,pll_bias_score,67.7966,17.7966,177,,,42
2026-06-06T06:30:56Z,xlm-roberta-base,inlp,en,crows_pairs,all,nationality,pll_bias_score,50.1075,0.1075,465,,,42
2026-06-06T06:30:56Z,xlm-roberta-base,inlp,en,crows_pairs,all,sexual-orientation,pll_bias_score,60.1626,10.1626,246,,,42
2026-06-06T06:30:56Z,xlm-roberta-base,inlp,en,crows_pairs,all,physical-appearance,pll_bias_score,57.5269,7.5269,186,,,42
2026-06-06T06:30:56Z,xlm-roberta-base,inlp,en,crows_pairs,all,religion,pll_bias_score,53.7705,3.7705,305,,,42
2026-06-06T06:30:56Z,xlm-roberta-base,inlp,en,crows_pairs,all,age,pll_bias_score,58.9147,8.9147,258,,,42
2026-06-06T06:32:03Z,xlm-roberta-base,baseline,en,indian_bias,all,all,pll_bias_score,55.6091,5.6091,2282,1269,1013,42
2026-06-06T06:32:03Z,xlm-roberta-base,baseline,en,indian_bias,en,all,pll_bias_score,54.7963,4.7963,761,,,42
2026-06-06T06:32:03Z,xlm-roberta-base,baseline,en,indian_bias,bn,all,pll_bias_score,57.8947,7.8947,760,,,42
2026-06-06T06:32:03Z,xlm-roberta-base,baseline,en,indian_bias,hi,all,pll_bias_score,54.1393,4.1393,761,,,42
2026-06-06T06:32:03Z,xlm-roberta-base,baseline,en,indian_bias,all,caste,pll_bias_score,63.2075,13.2075,318,,,42
2026-06-06T06:32:03Z,xlm-roberta-base,baseline,en,indian_bias,all,gender,pll_bias_score,52.1368,2.1368,468,,,42
2026-06-06T06:32:03Z,xlm-roberta-base,baseline,en,indian_bias,all,religious,pll_bias_score,53.9295,3.9295,369,,,42
2026-06-06T06:32:03Z,xlm-roberta-base,baseline,en,indian_bias,all,race,pll_bias_score,55.457,5.457,1127,,,42
2026-06-06T06:33:11Z,xlm-roberta-base,sentence_debias,en,indian_bias,all,all,pll_bias_score,56.8361,6.8361,2282,1297,985,42
2026-06-06T06:33:11Z,xlm-roberta-base,sentence_debias,en,indian_bias,en,all,pll_bias_score,55.1905,5.1905,761,,,42
2026-06-06T06:33:11Z,xlm-roberta-base,sentence_debias,en,indian_bias,bn,all,pll_bias_score,62.7632,12.7632,760,,,42
2026-06-06T06:33:11Z,xlm-roberta-base,sentence_debias,en,indian_bias,hi,all,pll_bias_score,52.5624,2.5624,761,,,42
2026-06-06T06:33:11Z,xlm-roberta-base,sentence_debias,en,indian_bias,all,caste,pll_bias_score,61.0063,11.0063,318,,,42
2026-06-06T06:33:11Z,xlm-roberta-base,sentence_debias,en,indian_bias,all,gender,pll_bias_score,50.2137,0.2137,468,,,42
2026-06-06T06:33:11Z,xlm-roberta-base,sentence_debias,en,indian_bias,all,religious,pll_bias_score,57.4526,7.4526,369,,,42
2026-06-06T06:33:11Z,xlm-roberta-base,sentence_debias,en,indian_bias,all,race,pll_bias_score,58.2076,8.2076,1127,,,42
2026-06-06T06:34:20Z,xlm-roberta-base,inlp,en,indian_bias,all,all,pll_bias_score,55.3462,5.3462,2282,1263,1019,42
2026-06-06T06:34:20Z,xlm-roberta-base,inlp,en,indian_bias,en,all,pll_bias_score,53.4823,3.4823,761,,,42
2026-06-06T06:34:20Z,xlm-roberta-base,inlp,en,indian_bias,bn,all,pll_bias_score,59.0789,9.0789,760,,,42
2026-06-06T06:34:20Z,xlm-roberta-base,inlp,en,indian_bias,hi,all,pll_bias_score,53.4823,3.4823,761,,,42
2026-06-06T06:34:20Z,xlm-roberta-base,inlp,en,indian_bias,all,caste,pll_bias_score,62.8931,12.8931,318,,,42
2026-06-06T06:34:20Z,xlm-roberta-base,inlp,en,indian_bias,all,gender,pll_bias_score,51.2821,1.2821,468,,,42
2026-06-06T06:34:20Z,xlm-roberta-base,inlp,en,indian_bias,all,religious,pll_bias_score,55.2846,5.2846,369,,,42
2026-06-06T06:34:20Z,xlm-roberta-base,inlp,en,indian_bias,all,race,pll_bias_score,54.9246,4.9246,1127,,,42
2026-06-06T06:36:49Z,google/muril-base-cased,baseline,en,crows_pairs,all,all,pll_bias_score,55.3835,5.3835,4263,2361,1902,42
2026-06-06T06:36:49Z,google/muril-base-cased,baseline,en,crows_pairs,en,all,pll_bias_score,56.3291,6.3291,1422,,,42
2026-06-06T06:36:49Z,google/muril-base-cased,baseline,en,crows_pairs,bn,all,pll_bias_score,53.8732,3.8732,1420,,,42
2026-06-06T06:36:49Z,google/muril-base-cased,baseline,en,crows_pairs,hi,all,pll_bias_score,55.9465,5.9465,1421,,,42
2026-06-06T06:36:49Z,google/muril-base-cased,baseline,en,crows_pairs,all,race-color,pll_bias_score,57.0276,7.0276,1487,,,42
2026-06-06T06:36:49Z,google/muril-base-cased,baseline,en,crows_pairs,all,socioeconomic,pll_bias_score,60.4,10.4,500,,,42
2026-06-06T06:36:49Z,google/muril-base-cased,baseline,en,crows_pairs,all,gender,pll_bias_score,52.8951,2.8951,639,,,42
2026-06-06T06:36:49Z,google/muril-base-cased,baseline,en,crows_pairs,all,disability,pll_bias_score,67.7966,17.7966,177,,,42
2026-06-06T06:36:49Z,google/muril-base-cased,baseline,en,crows_pairs,all,nationality,pll_bias_score,44.086,5.914,465,,,42
2026-06-06T06:36:49Z,google/muril-base-cased,baseline,en,crows_pairs,all,sexual-orientation,pll_bias_score,47.1545,2.8455,246,,,42
2026-06-06T06:36:49Z,google/muril-base-cased,baseline,en,crows_pairs,all,physical-appearance,pll_bias_score,55.3763,5.3763,186,,,42
2026-06-06T06:36:49Z,google/muril-base-cased,baseline,en,crows_pairs,all,religion,pll_bias_score,58.3607,8.3607,305,,,42
2026-06-06T06:36:49Z,google/muril-base-cased,baseline,en,crows_pairs,all,age,pll_bias_score,58.5271,8.5271,258,,,42
2026-06-06T06:38:55Z,google/muril-base-cased,sentence_debias,en,crows_pairs,all,all,pll_bias_score,56.1811,6.1811,4263,2395,1868,42
2026-06-06T06:38:55Z,google/muril-base-cased,sentence_debias,en,crows_pairs,en,all,pll_bias_score,56.962,6.962,1422,,,42
2026-06-06T06:38:55Z,google/muril-base-cased,sentence_debias,en,crows_pairs,bn,all,pll_bias_score,55.4225,5.4225,1420,,,42
2026-06-06T06:38:55Z,google/muril-base-cased,sentence_debias,en,crows_pairs,hi,all,pll_bias_score,56.1576,6.1576,1421,,,42
2026-06-06T06:38:55Z,google/muril-base-cased,sentence_debias,en,crows_pairs,all,race-color,pll_bias_score,60.2555,10.2555,1487,,,42
2026-06-06T06:38:55Z,google/muril-base-cased,sentence_debias,en,crows_pairs,all,socioeconomic,pll_bias_score,60.6,10.6,500,,,42
2026-06-06T06:38:55Z,google/muril-base-cased,sentence_debias,en,crows_pairs,all,gender,pll_bias_score,51.6432,1.6432,639,,,42
2026-06-06T06:38:55Z,google/muril-base-cased,sentence_debias,en,crows_pairs,all,disability,pll_bias_score,67.7966,17.7966,177,,,42
2026-06-06T06:38:55Z,google/muril-base-cased,sentence_debias,en,crows_pairs,all,nationality,pll_bias_score,43.4409,6.5591,465,,,42
2026-06-06T06:38:55Z,google/muril-base-cased,sentence_debias,en,crows_pairs,all,sexual-orientation,pll_bias_score,47.1545,2.8455,246,,,42
2026-06-06T06:38:55Z,google/muril-base-cased,sentence_debias,en,crows_pairs,all,physical-appearance,pll_bias_score,53.2258,3.2258,186,,,42
2026-06-06T06:38:55Z,google/muril-base-cased,sentence_debias,en,crows_pairs,all,religion,pll_bias_score,58.3607,8.3607,305,,,42
2026-06-06T06:38:55Z,google/muril-base-cased,sentence_debias,en,crows_pairs,all,age,pll_bias_score,58.5271,8.5271,258,,,42
2026-06-06T06:41:01Z,google/muril-base-cased,inlp,en,crows_pairs,all,all,pll_bias_score,58.5738,8.5738,4263,2497,1766,42
2026-06-06T06:41:01Z,google/muril-base-cased,inlp,en,crows_pairs,en,all,pll_bias_score,60.9705,10.9705,1422,,,42
2026-06-06T06:41:01Z,google/muril-base-cased,inlp,en,crows_pairs,bn,all,pll_bias_score,57.3239,7.3239,1420,,,42
2026-06-06T06:41:01Z,google/muril-base-cased,inlp,en,crows_pairs,hi,all,pll_bias_score,57.4243,7.4243,1421,,,42
2026-06-06T06:41:01Z,google/muril-base-cased,inlp,en,crows_pairs,all,race-color,pll_bias_score,64.694,14.694,1487,,,42
2026-06-06T06:41:01Z,google/muril-base-cased,inlp,en,crows_pairs,all,socioeconomic,pll_bias_score,60.4,10.4,500,,,42
2026-06-06T06:41:01Z,google/muril-base-cased,inlp,en,crows_pairs,all,gender,pll_bias_score,54.1471,4.1471,639,,,42
2026-06-06T06:41:01Z,google/muril-base-cased,inlp,en,crows_pairs,all,disability,pll_bias_score,68.3616,18.3616,177,,,42
2026-06-06T06:41:01Z,google/muril-base-cased,inlp,en,crows_pairs,all,nationality,pll_bias_score,44.086,5.914,465,,,42
2026-06-06T06:41:01Z,google/muril-base-cased,inlp,en,crows_pairs,all,sexual-orientation,pll_bias_score,47.9675,2.0325,246,,,42
2026-06-06T06:41:01Z,google/muril-base-cased,inlp,en,crows_pairs,all,physical-appearance,pll_bias_score,53.7634,3.7634,186,,,42
2026-06-06T06:41:01Z,google/muril-base-cased,inlp,en,crows_pairs,all,religion,pll_bias_score,63.2787,13.2787,305,,,42
2026-06-06T06:41:01Z,google/muril-base-cased,inlp,en,crows_pairs,all,age,pll_bias_score,58.1395,8.1395,258,,,42
2026-06-06T06:41:57Z,google/muril-base-cased,baseline,en,indian_bias,all,all,pll_bias_score,57.6687,7.6687,2282,1316,966,42
2026-06-06T06:41:57Z,google/muril-base-cased,baseline,en,indian_bias,en,all,pll_bias_score,58.3443,8.3443,761,,,42
2026-06-06T06:41:57Z,google/muril-base-cased,baseline,en,indian_bias,bn,all,pll_bias_score,57.6316,7.6316,760,,,42
2026-06-06T06:41:57Z,google/muril-base-cased,baseline,en,indian_bias,hi,all,pll_bias_score,57.0302,7.0302,761,,,42
2026-06-06T06:41:57Z,google/muril-base-cased,baseline,en,indian_bias,all,caste,pll_bias_score,64.1509,14.1509,318,,,42
2026-06-06T06:41:57Z,google/muril-base-cased,baseline,en,indian_bias,all,gender,pll_bias_score,53.8462,3.8462,468,,,42
2026-06-06T06:41:57Z,google/muril-base-cased,baseline,en,indian_bias,all,religious,pll_bias_score,63.1436,13.1436,369,,,42
2026-06-06T06:41:57Z,google/muril-base-cased,baseline,en,indian_bias,all,race,pll_bias_score,55.6344,5.6344,1127,,,42
2026-06-06T06:42:54Z,google/muril-base-cased,sentence_debias,en,indian_bias,all,all,pll_bias_score,59.7283,9.7283,2282,1363,919,42
2026-06-06T06:42:54Z,google/muril-base-cased,sentence_debias,en,indian_bias,en,all,pll_bias_score,60.7096,10.7096,761,,,42
2026-06-06T06:42:54Z,google/muril-base-cased,sentence_debias,en,indian_bias,bn,all,pll_bias_score,59.0789,9.0789,760,,,42
2026-06-06T06:42:54Z,google/muril-base-cased,sentence_debias,en,indian_bias,hi,all,pll_bias_score,59.3955,9.3955,761,,,42
2026-06-06T06:42:54Z,google/muril-base-cased,sentence_debias,en,indian_bias,all,caste,pll_bias_score,64.1509,14.1509,318,,,42
2026-06-06T06:42:54Z,google/muril-base-cased,sentence_debias,en,indian_bias,all,gender,pll_bias_score,54.0598,4.0598,468,,,42
2026-06-06T06:42:54Z,google/muril-base-cased,sentence_debias,en,indian_bias,all,religious,pll_bias_score,65.3117,15.3117,369,,,42
2026-06-06T06:42:54Z,google/muril-base-cased,sentence_debias,en,indian_bias,all,race,pll_bias_score,59.0062,9.0062,1127,,,42
2026-06-06T06:43:52Z,google/muril-base-cased,inlp,en,indian_bias,all,all,pll_bias_score,62.1385,12.1385,2282,1418,864,42
2026-06-06T06:43:52Z,google/muril-base-cased,inlp,en,indian_bias,en,all,pll_bias_score,66.8857,16.8857,761,,,42
2026-06-06T06:43:52Z,google/muril-base-cased,inlp,en,indian_bias,bn,all,pll_bias_score,59.6053,9.6053,760,,,42
2026-06-06T06:43:52Z,google/muril-base-cased,inlp,en,indian_bias,hi,all,pll_bias_score,59.9212,9.9212,761,,,42
2026-06-06T06:43:52Z,google/muril-base-cased,inlp,en,indian_bias,all,caste,pll_bias_score,63.2075,13.2075,318,,,42
2026-06-06T06:43:52Z,google/muril-base-cased,inlp,en,indian_bias,all,gender,pll_bias_score,52.9915,2.9915,468,,,42
2026-06-06T06:43:52Z,google/muril-base-cased,inlp,en,indian_bias,all,religious,pll_bias_score,64.2276,14.2276,369,,,42
2026-06-06T06:43:52Z,google/muril-base-cased,inlp,en,indian_bias,all,race,pll_bias_score,64.9512,14.9512,1127,,,42
2026-06-06T06:47:08Z,bert-base-multilingual-cased,baseline,en,crows_pairs,all,all,pll_bias_score,54.5391,4.5391,4263,2325,1938,42
2026-06-06T06:47:08Z,bert-base-multilingual-cased,baseline,en,crows_pairs,en,all,pll_bias_score,52.8833,2.8833,1422,,,42
2026-06-06T06:47:08Z,bert-base-multilingual-cased,baseline,en,crows_pairs,bn,all,pll_bias_score,53.8732,3.8732,1420,,,42
2026-06-06T06:47:08Z,bert-base-multilingual-cased,baseline,en,crows_pairs,hi,all,pll_bias_score,56.8614,6.8614,1421,,,42
2026-06-06T06:47:08Z,bert-base-multilingual-cased,baseline,en,crows_pairs,all,race-color,pll_bias_score,54.4721,4.4721,1487,,,42
2026-06-06T06:47:08Z,bert-base-multilingual-cased,baseline,en,crows_pairs,all,socioeconomic,pll_bias_score,59.4,9.4,500,,,42
2026-06-06T06:47:08Z,bert-base-multilingual-cased,baseline,en,crows_pairs,all,gender,pll_bias_score,51.6432,1.6432,639,,,42
2026-06-06T06:47:08Z,bert-base-multilingual-cased,baseline,en,crows_pairs,all,disability,pll_bias_score,55.9322,5.9322,177,,,42
2026-06-06T06:47:08Z,bert-base-multilingual-cased,baseline,en,crows_pairs,all,nationality,pll_bias_score,46.4516,3.5484,465,,,42
2026-06-06T06:47:08Z,bert-base-multilingual-cased,baseline,en,crows_pairs,all,sexual-orientation,pll_bias_score,65.4472,15.4472,246,,,42
2026-06-06T06:47:08Z,bert-base-multilingual-cased,baseline,en,crows_pairs,all,physical-appearance,pll_bias_score,56.4516,6.4516,186,,,42
2026-06-06T06:47:08Z,bert-base-multilingual-cased,baseline,en,crows_pairs,all,religion,pll_bias_score,58.6885,8.6885,305,,,42
2026-06-06T06:47:08Z,bert-base-multilingual-cased,baseline,en,crows_pairs,all,age,pll_bias_score,49.6124,0.3876,258,,,42
2026-06-06T06:49:59Z,bert-base-multilingual-cased,sentence_debias,en,crows_pairs,all,all,pll_bias_score,55.1255,5.1255,4263,2350,1913,42
2026-06-06T06:49:59Z,bert-base-multilingual-cased,sentence_debias,en,crows_pairs,en,all,pll_bias_score,53.9381,3.9381,1422,,,42
2026-06-06T06:49:59Z,bert-base-multilingual-cased,sentence_debias,en,crows_pairs,bn,all,pll_bias_score,54.507,4.507,1420,,,42
2026-06-06T06:49:59Z,bert-base-multilingual-cased,sentence_debias,en,crows_pairs,hi,all,pll_bias_score,56.9317,6.9317,1421,,,42
2026-06-06T06:49:59Z,bert-base-multilingual-cased,sentence_debias,en,crows_pairs,all,race-color,pll_bias_score,56.7586,6.7586,1487,,,42
2026-06-06T06:49:59Z,bert-base-multilingual-cased,sentence_debias,en,crows_pairs,all,socioeconomic,pll_bias_score,58.8,8.8,500,,,42
2026-06-06T06:49:59Z,bert-base-multilingual-cased,sentence_debias,en,crows_pairs,all,gender,pll_bias_score,50.2347,0.2347,639,,,42
2026-06-06T06:49:59Z,bert-base-multilingual-cased,sentence_debias,en,crows_pairs,all,disability,pll_bias_score,54.8023,4.8023,177,,,42
2026-06-06T06:49:59Z,bert-base-multilingual-cased,sentence_debias,en,crows_pairs,all,nationality,pll_bias_score,47.0968,2.9032,465,,,42
2026-06-06T06:49:59Z,bert-base-multilingual-cased,sentence_debias,en,crows_pairs,all,sexual-orientation,pll_bias_score,66.6667,16.6667,246,,,42
2026-06-06T06:49:59Z,bert-base-multilingual-cased,sentence_debias,en,crows_pairs,all,physical-appearance,pll_bias_score,57.5269,7.5269,186,,,42
2026-06-06T06:49:59Z,bert-base-multilingual-cased,sentence_debias,en,crows_pairs,all,religion,pll_bias_score,58.3607,8.3607,305,,,42
2026-06-06T06:49:59Z,bert-base-multilingual-cased,sentence_debias,en,crows_pairs,all,age,pll_bias_score,48.8372,1.1628,258,,,42
2026-06-06T06:52:50Z,bert-base-multilingual-cased,inlp,en,crows_pairs,all,all,pll_bias_score,55.0317,5.0317,4263,2346,1917,42
2026-06-06T06:52:50Z,bert-base-multilingual-cased,inlp,en,crows_pairs,en,all,pll_bias_score,54.1491,4.1491,1422,,,42
2026-06-06T06:52:50Z,bert-base-multilingual-cased,inlp,en,crows_pairs,bn,all,pll_bias_score,53.3099,3.3099,1420,,,42
2026-06-06T06:52:50Z,bert-base-multilingual-cased,inlp,en,crows_pairs,hi,all,pll_bias_score,57.6355,7.6355,1421,,,42
2026-06-06T06:52:50Z,bert-base-multilingual-cased,inlp,en,crows_pairs,all,race-color,pll_bias_score,55.0773,5.0773,1487,,,42
2026-06-06T06:52:50Z,bert-base-multilingual-cased,inlp,en,crows_pairs,all,socioeconomic,pll_bias_score,59.0,9.0,500,,,42
2026-06-06T06:52:50Z,bert-base-multilingual-cased,inlp,en,crows_pairs,all,gender,pll_bias_score,52.4257,2.4257,639,,,42
2026-06-06T06:52:50Z,bert-base-multilingual-cased,inlp,en,crows_pairs,all,disability,pll_bias_score,56.4972,6.4972,177,,,42
2026-06-06T06:52:50Z,bert-base-multilingual-cased,inlp,en,crows_pairs,all,nationality,pll_bias_score,46.4516,3.5484,465,,,42
2026-06-06T06:52:50Z,bert-base-multilingual-cased,inlp,en,crows_pairs,all,sexual-orientation,pll_bias_score,66.6667,16.6667,246,,,42
2026-06-06T06:52:50Z,bert-base-multilingual-cased,inlp,en,crows_pairs,all,physical-appearance,pll_bias_score,58.0645,8.0645,186,,,42
2026-06-06T06:52:50Z,bert-base-multilingual-cased,inlp,en,crows_pairs,all,religion,pll_bias_score,59.3443,9.3443,305,,,42
2026-06-06T06:52:50Z,bert-base-multilingual-cased,inlp,en,crows_pairs,all,age,pll_bias_score,49.6124,0.3876,258,,,42
2026-06-06T06:54:00Z,bert-base-multilingual-cased,baseline,en,indian_bias,all,all,pll_bias_score,55.7844,5.7844,2282,1273,1009,42
2026-06-06T06:54:00Z,bert-base-multilingual-cased,baseline,en,indian_bias,en,all,pll_bias_score,52.5624,2.5624,761,,,42
2026-06-06T06:54:00Z,bert-base-multilingual-cased,baseline,en,indian_bias,bn,all,pll_bias_score,62.1053,12.1053,760,,,42
2026-06-06T06:54:00Z,bert-base-multilingual-cased,baseline,en,indian_bias,hi,all,pll_bias_score,52.6938,2.6938,761,,,42
2026-06-06T06:54:00Z,bert-base-multilingual-cased,baseline,en,indian_bias,all,caste,pll_bias_score,61.3208,11.3208,318,,,42
2026-06-06T06:54:00Z,bert-base-multilingual-cased,baseline,en,indian_bias,all,gender,pll_bias_score,56.8376,6.8376,468,,,42
2026-06-06T06:54:00Z,bert-base-multilingual-cased,baseline,en,indian_bias,all,religious,pll_bias_score,50.4065,0.4065,369,,,42
2026-06-06T06:54:00Z,bert-base-multilingual-cased,baseline,en,indian_bias,all,race,pll_bias_score,55.5457,5.5457,1127,,,42
2026-06-06T06:55:12Z,bert-base-multilingual-cased,sentence_debias,en,indian_bias,all,all,pll_bias_score,56.3979,6.3979,2282,1287,995,42
2026-06-06T06:55:12Z,bert-base-multilingual-cased,sentence_debias,en,indian_bias,en,all,pll_bias_score,54.4021,4.4021,761,,,42
2026-06-06T06:55:12Z,bert-base-multilingual-cased,sentence_debias,en,indian_bias,bn,all,pll_bias_score,61.9737,11.9737,760,,,42
2026-06-06T06:55:12Z,bert-base-multilingual-cased,sentence_debias,en,indian_bias,hi,all,pll_bias_score,52.8252,2.8252,761,,,42
2026-06-06T06:55:12Z,bert-base-multilingual-cased,sentence_debias,en,indian_bias,all,caste,pll_bias_score,61.3208,11.3208,318,,,42
2026-06-06T06:55:12Z,bert-base-multilingual-cased,sentence_debias,en,indian_bias,all,gender,pll_bias_score,56.8376,6.8376,468,,,42
2026-06-06T06:55:12Z,bert-base-multilingual-cased,sentence_debias,en,indian_bias,all,religious,pll_bias_score,50.4065,0.4065,369,,,42
2026-06-06T06:55:12Z,bert-base-multilingual-cased,sentence_debias,en,indian_bias,all,race,pll_bias_score,56.7879,6.7879,1127,,,42
2026-06-06T06:56:25Z,bert-base-multilingual-cased,inlp,en,indian_bias,all,all,pll_bias_score,56.6608,6.6608,2282,1293,989,42
2026-06-06T06:56:25Z,bert-base-multilingual-cased,inlp,en,indian_bias,en,all,pll_bias_score,54.5335,4.5335,761,,,42
2026-06-06T06:56:25Z,bert-base-multilingual-cased,inlp,en,indian_bias,bn,all,pll_bias_score,61.9737,11.9737,760,,,42
2026-06-06T06:56:25Z,bert-base-multilingual-cased,inlp,en,indian_bias,hi,all,pll_bias_score,53.4823,3.4823,761,,,42
2026-06-06T06:56:25Z,bert-base-multilingual-cased,inlp,en,indian_bias,all,caste,pll_bias_score,61.3208,11.3208,318,,,42
2026-06-06T06:56:25Z,bert-base-multilingual-cased,inlp,en,indian_bias,all,gender,pll_bias_score,55.9829,5.9829,468,,,42
2026-06-06T06:56:25Z,bert-base-multilingual-cased,inlp,en,indian_bias,all,religious,pll_bias_score,51.4905,1.4905,369,,,42
2026-06-06T06:56:25Z,bert-base-multilingual-cased,inlp,en,indian_bias,all,race,pll_bias_score,57.3203,7.3203,1127,,,42
